"";"stim1";"ppt";"responses";"RTs";"RWAsc";"bloc";"valence";"condition1"
"21871";"M7";"906104__20160428_172549.csv";6;463;74;"1";"Pos";"ratings_Grp4"
"21872";"B2";"906104__20160428_172549.csv";7;392;74;"1";"Neg";"ratings_Grp4"
"21873";"M4";"906104__20160428_172549.csv";2;576;74;"1";"Pos";"ratings_Grp4"
"21874";"M2";"906104__20160428_172549.csv";3;311;74;"1";"Pos";"ratings_Grp4"
"21924";"B5";"906104__20160428_173102.csv";3;2193;67;"1";"Neg";"ratings_Grp4"
"21925";"B8";"906104__20160428_173102.csv";3;1487;67;"1";"Neg";"ratings_Grp4"
"21926";"M7";"906104__20160428_173102.csv";7;1522;67;"1";"Pos";"ratings_Grp4"
"21927";"M8";"906104__20160428_173102.csv";7;679;67;"1";"Pos";"ratings_Grp4"
"21928";"B7";"906104__20160428_173102.csv";3;614;67;"1";"Neg";"ratings_Grp4"
"21929";"M5";"906104__20160428_173102.csv";7;893;67;"1";"Pos";"ratings_Grp4"
"21930";"B3";"906104__20160428_173102.csv";3;562;67;"1";"Neg";"ratings_Grp4"
"21931";"B1";"906104__20160428_173102.csv";3;590;67;"1";"Neg";"ratings_Grp4"
"21932";"B4";"906104__20160428_173102.csv";3;673;67;"1";"Neg";"ratings_Grp4"
"21933";"M4";"906104__20160428_173102.csv";7;925;67;"1";"Pos";"ratings_Grp4"
"21934";"M1";"906104__20160428_173102.csv";7;593;67;"1";"Pos";"ratings_Grp4"
"21935";"B6";"906104__20160428_173102.csv";3;380;67;"1";"Neg";"ratings_Grp4"
"21936";"M3";"906104__20160428_173102.csv";7;476;67;"1";"Pos";"ratings_Grp4"
"21937";"M2";"906104__20160428_173102.csv";3;461;67;"1";"Pos";"ratings_Grp4"
"21938";"M6";"906104__20160428_173102.csv";7;2756;67;"1";"Pos";"ratings_Grp4"
"21939";"B2";"906104__20160428_173102.csv";3;603;67;"1";"Neg";"ratings_Grp4"
"21989";"M7";"906104__20160428_173645.csv";8;5120;75;"1";"Pos";"ratings_Grp4"
"21990";"B3";"906104__20160428_173645.csv";8;1362;75;"1";"Neg";"ratings_Grp4"
"21991";"B6";"906104__20160428_173645.csv";3;1801;75;"1";"Neg";"ratings_Grp4"
"21992";"M6";"906104__20160428_173645.csv";3;4505;75;"1";"Pos";"ratings_Grp4"
"21993";"B1";"906104__20160428_173645.csv";3;1303;75;"1";"Neg";"ratings_Grp4"
"21994";"B5";"906104__20160428_173645.csv";7;1555;75;"1";"Neg";"ratings_Grp4"
"21995";"M8";"906104__20160428_173645.csv";3;823;75;"1";"Pos";"ratings_Grp4"
"21996";"M2";"906104__20160428_173645.csv";7;375;75;"1";"Pos";"ratings_Grp4"
"21997";"M5";"906104__20160428_173645.csv";3;305;75;"1";"Pos";"ratings_Grp4"
"21998";"B7";"906104__20160428_173645.csv";7;327;75;"1";"Neg";"ratings_Grp4"
"21999";"M1";"906104__20160428_173645.csv";2;365;75;"1";"Pos";"ratings_Grp4"
"22000";"B2";"906104__20160428_173645.csv";3;35;75;"1";"Neg";"ratings_Grp4"
"22001";"B4";"906104__20160428_173645.csv";7;340;75;"1";"Neg";"ratings_Grp4"
"22002";"B8";"906104__20160428_173645.csv";2;345;75;"1";"Neg";"ratings_Grp4"
"22003";"M3";"906104__20160428_173645.csv";2;252;75;"1";"Pos";"ratings_Grp4"
"22004";"M4";"906104__20160428_173645.csv";7;317;75;"1";"Pos";"ratings_Grp4"
"22054";"B8";"906104__20160428_175711.csv";2;21459;71;"1";"Neg";"ratings_Grp4"
"22055";"B6";"906104__20160428_175711.csv";3;3813;71;"1";"Neg";"ratings_Grp4"
"22056";"B7";"906104__20160428_175711.csv";4;1797;71;"1";"Neg";"ratings_Grp4"
"22057";"M1";"906104__20160428_175711.csv";5;6485;71;"1";"Pos";"ratings_Grp4"
"22058";"M3";"906104__20160428_175711.csv";8;3751;71;"1";"Pos";"ratings_Grp4"
"22059";"M7";"906104__20160428_175711.csv";8;1848;71;"1";"Pos";"ratings_Grp4"
"22060";"M2";"906104__20160428_175711.csv";7;811;71;"1";"Pos";"ratings_Grp4"
"22061";"B4";"906104__20160428_175711.csv";6;1804;71;"1";"Neg";"ratings_Grp4"
"22062";"B3";"906104__20160428_175711.csv";4;1709;71;"1";"Neg";"ratings_Grp4"
"22063";"B5";"906104__20160428_175711.csv";8;2786;71;"1";"Neg";"ratings_Grp4"
"22064";"M8";"906104__20160428_175711.csv";8;733;71;"1";"Pos";"ratings_Grp4"
"22065";"B2";"906104__20160428_175711.csv";7;1829;71;"1";"Neg";"ratings_Grp4"
"22066";"M6";"906104__20160428_175711.csv";6;1083;71;"1";"Pos";"ratings_Grp4"
"22067";"B1";"906104__20160428_175711.csv";5;1117;71;"1";"Neg";"ratings_Grp4"
"22068";"M5";"906104__20160428_175711.csv";5;226;71;"1";"Pos";"ratings_Grp4"
"22069";"M4";"906104__20160428_175711.csv";5;171;71;"1";"Pos";"ratings_Grp4"
"22119";"B4";"906104__20160428_180331.csv";2;3337;71;"1";"Neg";"ratings_Grp4"
"22120";"M7";"906104__20160428_180331.csv";2;946;71;"1";"Pos";"ratings_Grp4"
"22121";"B5";"906104__20160428_180331.csv";2;185;71;"1";"Neg";"ratings_Grp4"
"22122";"M2";"906104__20160428_180331.csv";2;181;71;"1";"Pos";"ratings_Grp4"
"22123";"B6";"906104__20160428_180331.csv";2;169;71;"1";"Neg";"ratings_Grp4"
"22124";"M1";"906104__20160428_180331.csv";2;156;71;"1";"Pos";"ratings_Grp4"
"22125";"M8";"906104__20160428_180331.csv";2;166;71;"1";"Pos";"ratings_Grp4"
"22126";"B7";"906104__20160428_180331.csv";2;180;71;"1";"Neg";"ratings_Grp4"
"22127";"M6";"906104__20160428_180331.csv";2;238;71;"1";"Pos";"ratings_Grp4"
"22128";"M3";"906104__20160428_180331.csv";2;196;71;"1";"Pos";"ratings_Grp4"
"22129";"M5";"906104__20160428_180331.csv";2;1;71;"1";"Pos";"ratings_Grp4"
"22130";"B3";"906104__20160428_180331.csv";2;481;71;"1";"Neg";"ratings_Grp4"
"22131";"M4";"906104__20160428_180331.csv";2;184;71;"1";"Pos";"ratings_Grp4"
"22132";"B8";"906104__20160428_180331.csv";2;155;71;"1";"Neg";"ratings_Grp4"
"22133";"B1";"906104__20160428_180331.csv";2;147;71;"1";"Neg";"ratings_Grp4"
"22134";"B2";"906104__20160428_180331.csv";2;158;71;"1";"Neg";"ratings_Grp4"
"22184";"M3";"906104__20160428_180340.csv";6;11427;77;"1";"Pos";"ratings_Grp4"
"22185";"B4";"906104__20160428_180340.csv";4;2157;77;"1";"Neg";"ratings_Grp4"
"22186";"M4";"906104__20160428_180340.csv";5;1245;77;"1";"Pos";"ratings_Grp4"
"22187";"B1";"906104__20160428_180340.csv";4;1164;77;"1";"Neg";"ratings_Grp4"
"22188";"M7";"906104__20160428_180340.csv";6;2350;77;"1";"Pos";"ratings_Grp4"
"22189";"B5";"906104__20160428_180340.csv";5;1061;77;"1";"Neg";"ratings_Grp4"
"22190";"M5";"906104__20160428_180340.csv";6;1021;77;"1";"Pos";"ratings_Grp4"
"22191";"M2";"906104__20160428_180340.csv";5;3701;77;"1";"Pos";"ratings_Grp4"
"22192";"M8";"906104__20160428_180340.csv";6;1061;77;"1";"Pos";"ratings_Grp4"
"22193";"B3";"906104__20160428_180340.csv";4;1357;77;"1";"Neg";"ratings_Grp4"
"22194";"B8";"906104__20160428_180340.csv";5;836;77;"1";"Neg";"ratings_Grp4"
"22195";"M6";"906104__20160428_180340.csv";6;782;77;"1";"Pos";"ratings_Grp4"
"22196";"B6";"906104__20160428_180340.csv";5;1237;77;"1";"Neg";"ratings_Grp4"
"22197";"M1";"906104__20160428_180340.csv";6;708;77;"1";"Pos";"ratings_Grp4"
"22198";"B2";"906104__20160428_180340.csv";5;697;77;"1";"Neg";"ratings_Grp4"
"22199";"B7";"906104__20160428_180340.csv";5;770;77;"1";"Neg";"ratings_Grp4"
"22249";"B2";"906104__20160428_180922.csv";5;5230;74;"1";"Neg";"ratings_Grp4"
"22250";"B8";"906104__20160428_180922.csv";5;409;74;"1";"Neg";"ratings_Grp4"
"22251";"M2";"906104__20160428_180922.csv";5;307;74;"1";"Pos";"ratings_Grp4"
"22252";"M3";"906104__20160428_180922.csv";5;428;74;"1";"Pos";"ratings_Grp4"
"22253";"B6";"906104__20160428_180922.csv";5;330;74;"1";"Neg";"ratings_Grp4"
"22254";"B3";"906104__20160428_180922.csv";5;319;74;"1";"Neg";"ratings_Grp4"
"22255";"M4";"906104__20160428_180922.csv";5;297;74;"1";"Pos";"ratings_Grp4"
"22256";"M8";"906104__20160428_180922.csv";5;307;74;"1";"Pos";"ratings_Grp4"
"22257";"B4";"906104__20160428_180922.csv";5;294;74;"1";"Neg";"ratings_Grp4"
"22258";"M6";"906104__20160428_180922.csv";5;282;74;"1";"Pos";"ratings_Grp4"
"22259";"B7";"906104__20160428_180922.csv";5;301;74;"1";"Neg";"ratings_Grp4"
"22260";"B5";"906104__20160428_180922.csv";5;347;74;"1";"Neg";"ratings_Grp4"
"22261";"M7";"906104__20160428_180922.csv";5;306;74;"1";"Pos";"ratings_Grp4"
"22262";"B1";"906104__20160428_180922.csv";5;301;74;"1";"Neg";"ratings_Grp4"
"22263";"M1";"906104__20160428_180922.csv";5;294;74;"1";"Pos";"ratings_Grp4"
"22264";"M5";"906104__20160428_180922.csv";5;311;74;"1";"Pos";"ratings_Grp4"
"22314";"M8";"906104__20160428_182830.csv";9;9295;81;"1";"Pos";"ratings_Grp4"
"22315";"B5";"906104__20160428_182830.csv";1;2190;81;"1";"Neg";"ratings_Grp4"
"22316";"M3";"906104__20160428_182830.csv";9;1139;81;"1";"Pos";"ratings_Grp4"
"22317";"M7";"906104__20160428_182830.csv";9;1820;81;"1";"Pos";"ratings_Grp4"
"22318";"M6";"906104__20160428_182830.csv";9;1140;81;"1";"Pos";"ratings_Grp4"
"22319";"M1";"906104__20160428_182830.csv";9;1391;81;"1";"Pos";"ratings_Grp4"
"22320";"B6";"906104__20160428_182830.csv";1;1522;81;"1";"Neg";"ratings_Grp4"
"22321";"M4";"906104__20160428_182830.csv";9;859;81;"1";"Pos";"ratings_Grp4"
"22322";"B3";"906104__20160428_182830.csv";1;934;81;"1";"Neg";"ratings_Grp4"
"22323";"M5";"906104__20160428_182830.csv";9;646;81;"1";"Pos";"ratings_Grp4"
"22324";"B2";"906104__20160428_182830.csv";1;845;81;"1";"Neg";"ratings_Grp4"
"22325";"M2";"906104__20160428_182830.csv";8;1923;81;"1";"Pos";"ratings_Grp4"
"22326";"B7";"906104__20160428_182830.csv";2;1031;81;"1";"Neg";"ratings_Grp4"
"22327";"B1";"906104__20160428_182830.csv";2;1300;81;"1";"Neg";"ratings_Grp4"
"22328";"B8";"906104__20160428_182830.csv";2;661;81;"1";"Neg";"ratings_Grp4"
"22329";"B4";"906104__20160428_182830.csv";2;504;81;"1";"Neg";"ratings_Grp4"
"22379";"B2";"906104__20160428_183540.csv";1;3949;59;"1";"Neg";"ratings_Grp4"
"22380";"B3";"906104__20160428_183540.csv";1;3272;59;"1";"Neg";"ratings_Grp4"
"22381";"M7";"906104__20160428_183540.csv";9;3395;59;"1";"Pos";"ratings_Grp4"
"22382";"B5";"906104__20160428_183540.csv";1;1050;59;"1";"Neg";"ratings_Grp4"
"22383";"M4";"906104__20160428_183540.csv";9;830;59;"1";"Pos";"ratings_Grp4"
"22384";"B4";"906104__20160428_183540.csv";1;1471;59;"1";"Neg";"ratings_Grp4"
"22385";"M2";"906104__20160428_183540.csv";9;1317;59;"1";"Pos";"ratings_Grp4"
"22386";"B6";"906104__20160428_183540.csv";1;677;59;"1";"Neg";"ratings_Grp4"
"22387";"M3";"906104__20160428_183540.csv";9;1688;59;"1";"Pos";"ratings_Grp4"
"22388";"B1";"906104__20160428_183540.csv";1;548;59;"1";"Neg";"ratings_Grp4"
"22389";"B8";"906104__20160428_183540.csv";1;815;59;"1";"Neg";"ratings_Grp4"
"22390";"M5";"906104__20160428_183540.csv";9;599;59;"1";"Pos";"ratings_Grp4"
"22391";"M6";"906104__20160428_183540.csv";9;836;59;"1";"Pos";"ratings_Grp4"
"22392";"B7";"906104__20160428_183540.csv";1;747;59;"1";"Neg";"ratings_Grp4"
"22393";"M8";"906104__20160428_183540.csv";9;743;59;"1";"Pos";"ratings_Grp4"
"22394";"M1";"906104__20160428_183540.csv";9;941;59;"1";"Pos";"ratings_Grp4"
"22444";"B3";"906104__20160428_184545.csv";1;7943;63;"1";"Neg";"ratings_Grp4"
"22445";"B8";"906104__20160428_184545.csv";5;9756;63;"1";"Neg";"ratings_Grp4"
"22446";"M7";"906104__20160428_184545.csv";5;1094;63;"1";"Pos";"ratings_Grp4"
"22447";"B6";"906104__20160428_184545.csv";9;1629;63;"1";"Neg";"ratings_Grp4"
"22448";"M6";"906104__20160428_184545.csv";5;1449;63;"1";"Pos";"ratings_Grp4"
"22449";"M3";"906104__20160428_184545.csv";9;980;63;"1";"Pos";"ratings_Grp4"
"22450";"M4";"906104__20160428_184545.csv";5;2824;63;"1";"Pos";"ratings_Grp4"
"22451";"M2";"906104__20160428_184545.csv";5;1530;63;"1";"Pos";"ratings_Grp4"
"22452";"M8";"906104__20160428_184545.csv";5;815;63;"1";"Pos";"ratings_Grp4"
"22453";"B7";"906104__20160428_184545.csv";1;5137;63;"1";"Neg";"ratings_Grp4"
"22454";"M1";"906104__20160428_184545.csv";1;1396;63;"1";"Pos";"ratings_Grp4"
"22455";"B5";"906104__20160428_184545.csv";1;7576;63;"1";"Neg";"ratings_Grp4"
"22456";"B1";"906104__20160428_184545.csv";9;4871;63;"1";"Neg";"ratings_Grp4"
"22457";"B4";"906104__20160428_184545.csv";9;1256;63;"1";"Neg";"ratings_Grp4"
"22458";"B2";"906104__20160428_184545.csv";9;4088;63;"1";"Neg";"ratings_Grp4"
"22459";"M5";"906104__20160428_184545.csv";1;1077;63;"1";"Pos";"ratings_Grp4"
"22509";"M5";"906104__20160428_185048.csv";1;478;60;"1";"Pos";"ratings_Grp4"
"22510";"M4";"906104__20160428_185048.csv";5;69;60;"1";"Pos";"ratings_Grp4"
"22511";"B7";"906104__20160428_185048.csv";4;119;60;"1";"Neg";"ratings_Grp4"
"22512";"M2";"906104__20160428_185048.csv";6;52;60;"1";"Pos";"ratings_Grp4"
"22513";"M3";"906104__20160428_185048.csv";6;151;60;"1";"Pos";"ratings_Grp4"
"22514";"M1";"906104__20160428_185048.csv";3;3;60;"1";"Pos";"ratings_Grp4"
"22515";"M6";"906104__20160428_185048.csv";1;67;60;"1";"Pos";"ratings_Grp4"
"22516";"B6";"906104__20160428_185048.csv";6;151;60;"1";"Neg";"ratings_Grp4"
"22517";"B2";"906104__20160428_185048.csv";5;77;60;"1";"Neg";"ratings_Grp4"
"22518";"B8";"906104__20160428_185048.csv";4;8;60;"1";"Neg";"ratings_Grp4"
"22519";"B1";"906104__20160428_185048.csv";6;55;60;"1";"Neg";"ratings_Grp4"
"22520";"B5";"906104__20160428_185048.csv";5;74;60;"1";"Neg";"ratings_Grp4"
"22521";"M8";"906104__20160428_185048.csv";5;155;60;"1";"Pos";"ratings_Grp4"
"22522";"M7";"906104__20160428_185048.csv";6;74;60;"1";"Pos";"ratings_Grp4"
"22523";"B4";"906104__20160428_185048.csv";5;60;60;"1";"Neg";"ratings_Grp4"
"22524";"B3";"906104__20160428_185048.csv";5;139;60;"1";"Neg";"ratings_Grp4"
"22574";"B5";"906104__20160428_185137.csv";8;19691;70;"1";"Neg";"ratings_Grp4"
"22575";"M8";"906104__20160428_185137.csv";1;3562;70;"1";"Pos";"ratings_Grp4"
"22576";"M3";"906104__20160428_185137.csv";3;3948;70;"1";"Pos";"ratings_Grp4"
"22577";"M2";"906104__20160428_185137.csv";1;3299;70;"1";"Pos";"ratings_Grp4"
"22578";"M7";"906104__20160428_185137.csv";5;2729;70;"1";"Pos";"ratings_Grp4"
"22579";"B3";"906104__20160428_185137.csv";9;1931;70;"1";"Neg";"ratings_Grp4"
"22580";"B6";"906104__20160428_185137.csv";4;1379;70;"1";"Neg";"ratings_Grp4"
"22581";"M6";"906104__20160428_185137.csv";1;3492;70;"1";"Pos";"ratings_Grp4"
"22582";"B4";"906104__20160428_185137.csv";9;1235;70;"1";"Neg";"ratings_Grp4"
"22583";"M4";"906104__20160428_185137.csv";5;2786;70;"1";"Pos";"ratings_Grp4"
"22584";"B8";"906104__20160428_185137.csv";5;1603;70;"1";"Neg";"ratings_Grp4"
"22585";"B1";"906104__20160428_185137.csv";4;2586;70;"1";"Neg";"ratings_Grp4"
"22586";"B7";"906104__20160428_185137.csv";9;2033;70;"1";"Neg";"ratings_Grp4"
"22587";"M1";"906104__20160428_185137.csv";2;1610;70;"1";"Pos";"ratings_Grp4"
"22588";"B2";"906104__20160428_185137.csv";9;1907;70;"1";"Neg";"ratings_Grp4"
"22589";"M5";"906104__20160428_185137.csv";7;2729;70;"1";"Pos";"ratings_Grp4"
"22639";"M2";"906104__20160428_185223.csv";9;3685;81;"1";"Pos";"ratings_Grp4"
"22640";"B5";"906104__20160428_185223.csv";2;1144;81;"1";"Neg";"ratings_Grp4"
"22641";"B1";"906104__20160428_185223.csv";3;567;81;"1";"Neg";"ratings_Grp4"
"22642";"M4";"906104__20160428_185223.csv";8;1135;81;"1";"Pos";"ratings_Grp4"
"22643";"M7";"906104__20160428_185223.csv";8;586;81;"1";"Pos";"ratings_Grp4"
"22644";"B7";"906104__20160428_185223.csv";1;1184;81;"1";"Neg";"ratings_Grp4"
"22645";"M3";"906104__20160428_185223.csv";9;1296;81;"1";"Pos";"ratings_Grp4"
"22646";"B6";"906104__20160428_185223.csv";2;1076;81;"1";"Neg";"ratings_Grp4"
"22647";"B2";"906104__20160428_185223.csv";3;625;81;"1";"Neg";"ratings_Grp4"
"22648";"M1";"906104__20160428_185223.csv";9;1014;81;"1";"Pos";"ratings_Grp4"
"22649";"M8";"906104__20160428_185223.csv";8;1008;81;"1";"Pos";"ratings_Grp4"
"22650";"B3";"906104__20160428_185223.csv";2;637;81;"1";"Neg";"ratings_Grp4"
"22651";"B8";"906104__20160428_185223.csv";1;593;81;"1";"Neg";"ratings_Grp4"
"22652";"B4";"906104__20160428_185223.csv";2;679;81;"1";"Neg";"ratings_Grp4"
"22653";"M5";"906104__20160428_185223.csv";9;2946;81;"1";"Pos";"ratings_Grp4"
"22654";"M6";"906104__20160428_185223.csv";8;1000;81;"1";"Pos";"ratings_Grp4"
"22704";"M7";"906104__20160428_185505.csv";8;5693;74;"1";"Pos";"ratings_Grp4"
"22705";"B3";"906104__20160428_185505.csv";4;959;74;"1";"Neg";"ratings_Grp4"
"22706";"B8";"906104__20160428_185505.csv";5;726;74;"1";"Neg";"ratings_Grp4"
"22707";"B1";"906104__20160428_185505.csv";5;692;74;"1";"Neg";"ratings_Grp4"
"22708";"B2";"906104__20160428_185505.csv";6;526;74;"1";"Neg";"ratings_Grp4"
"22709";"M3";"906104__20160428_185505.csv";7;645;74;"1";"Pos";"ratings_Grp4"
"22710";"B5";"906104__20160428_185505.csv";7;719;74;"1";"Neg";"ratings_Grp4"
"22711";"B6";"906104__20160428_185505.csv";8;1540;74;"1";"Neg";"ratings_Grp4"
"22712";"M6";"906104__20160428_185505.csv";5;2600;74;"1";"Pos";"ratings_Grp4"
"22713";"M1";"906104__20160428_185505.csv";4;1512;74;"1";"Pos";"ratings_Grp4"
"22714";"M2";"906104__20160428_185505.csv";6;1499;74;"1";"Pos";"ratings_Grp4"
"22715";"M8";"906104__20160428_185505.csv";8;1157;74;"1";"Pos";"ratings_Grp4"
"22716";"B7";"906104__20160428_185505.csv";5;790;74;"1";"Neg";"ratings_Grp4"
"22717";"B4";"906104__20160428_185505.csv";6;1325;74;"1";"Neg";"ratings_Grp4"
"22718";"M4";"906104__20160428_185505.csv";5;874;74;"1";"Pos";"ratings_Grp4"
"22719";"M5";"906104__20160428_185505.csv";9;1485;74;"1";"Pos";"ratings_Grp4"
"22769";"B3";"906104__20160428_185612.csv";2;5153;85;"1";"Neg";"ratings_Grp4"
"22770";"B5";"906104__20160428_185612.csv";4;3820;85;"1";"Neg";"ratings_Grp4"
"22771";"M2";"906104__20160428_185612.csv";9;1227;85;"1";"Pos";"ratings_Grp4"
"22772";"B8";"906104__20160428_185612.csv";1;859;85;"1";"Neg";"ratings_Grp4"
"22773";"B4";"906104__20160428_185612.csv";5;364;85;"1";"Neg";"ratings_Grp4"
"22774";"M6";"906104__20160428_185612.csv";6;506;85;"1";"Pos";"ratings_Grp4"
"22775";"M5";"906104__20160428_185612.csv";7;1108;85;"1";"Pos";"ratings_Grp4"
"22776";"B6";"906104__20160428_185612.csv";5;243;85;"1";"Neg";"ratings_Grp4"
"22777";"B1";"906104__20160428_185612.csv";9;260;85;"1";"Neg";"ratings_Grp4"
"22778";"B2";"906104__20160428_185612.csv";4;312;85;"1";"Neg";"ratings_Grp4"
"22779";"B7";"906104__20160428_185612.csv";2;211;85;"1";"Neg";"ratings_Grp4"
"22780";"M7";"906104__20160428_185612.csv";6;259;85;"1";"Pos";"ratings_Grp4"
"22781";"M8";"906104__20160428_185612.csv";4;301;85;"1";"Pos";"ratings_Grp4"
"22782";"M4";"906104__20160428_185612.csv";7;198;85;"1";"Pos";"ratings_Grp4"
"22783";"M3";"906104__20160428_185612.csv";2;269;85;"1";"Pos";"ratings_Grp4"
"22784";"M1";"906104__20160428_185612.csv";6;242;85;"1";"Pos";"ratings_Grp4"
"22834";"M2";"906104__20160428_194733.csv";6;8189;75;"1";"Pos";"ratings_Grp4"
"22835";"B3";"906104__20160428_194733.csv";5;1868;75;"1";"Neg";"ratings_Grp4"
"22836";"M5";"906104__20160428_194733.csv";4;921;75;"1";"Pos";"ratings_Grp4"
"22837";"B5";"906104__20160428_194733.csv";7;1339;75;"1";"Neg";"ratings_Grp4"
"22838";"M3";"906104__20160428_194733.csv";7;570;75;"1";"Pos";"ratings_Grp4"
"22839";"B7";"906104__20160428_194733.csv";7;351;75;"1";"Neg";"ratings_Grp4"
"22840";"B4";"906104__20160428_194733.csv";6;316;75;"1";"Neg";"ratings_Grp4"
"22841";"M6";"906104__20160428_194733.csv";7;455;75;"1";"Pos";"ratings_Grp4"
"22842";"B6";"906104__20160428_194733.csv";6;515;75;"1";"Neg";"ratings_Grp4"
"22843";"M4";"906104__20160428_194733.csv";7;272;75;"1";"Pos";"ratings_Grp4"
"22844";"B2";"906104__20160428_194733.csv";6;177;75;"1";"Neg";"ratings_Grp4"
"22845";"M1";"906104__20160428_194733.csv";7;179;75;"1";"Pos";"ratings_Grp4"
"22846";"M8";"906104__20160428_194733.csv";6;195;75;"1";"Pos";"ratings_Grp4"
"22847";"M7";"906104__20160428_194733.csv";7;192;75;"1";"Pos";"ratings_Grp4"
"22848";"B1";"906104__20160428_194733.csv";6;225;75;"1";"Neg";"ratings_Grp4"
"22849";"B8";"906104__20160428_194733.csv";5;302;75;"1";"Neg";"ratings_Grp4"
"22899";"B8";"906104__20160428_195313.csv";1;13147;57;"1";"Neg";"ratings_Grp4"
"22900";"M6";"906104__20160428_195313.csv";9;3656;57;"1";"Pos";"ratings_Grp4"
"22901";"M3";"906104__20160428_195313.csv";9;3296;57;"1";"Pos";"ratings_Grp4"
"22902";"M4";"906104__20160428_195313.csv";8;4777;57;"1";"Pos";"ratings_Grp4"
"22903";"B6";"906104__20160428_195313.csv";1;2226;57;"1";"Neg";"ratings_Grp4"
"22904";"M8";"906104__20160428_195313.csv";8;8426;57;"1";"Pos";"ratings_Grp4"
"22905";"B1";"906104__20160428_195313.csv";1;1537;57;"1";"Neg";"ratings_Grp4"
"22906";"M7";"906104__20160428_195313.csv";3;6612;57;"1";"Pos";"ratings_Grp4"
"22907";"B2";"906104__20160428_195313.csv";1;1412;57;"1";"Neg";"ratings_Grp4"
"22908";"M5";"906104__20160428_195313.csv";9;1626;57;"1";"Pos";"ratings_Grp4"
"22909";"B5";"906104__20160428_195313.csv";1;1270;57;"1";"Neg";"ratings_Grp4"
"22910";"B3";"906104__20160428_195313.csv";1;1292;57;"1";"Neg";"ratings_Grp4"
"22911";"B4";"906104__20160428_195313.csv";1;767;57;"1";"Neg";"ratings_Grp4"
"22912";"B7";"906104__20160428_195313.csv";1;851;57;"1";"Neg";"ratings_Grp4"
"22913";"M2";"906104__20160428_195313.csv";9;1288;57;"1";"Pos";"ratings_Grp4"
"22914";"M1";"906104__20160428_195313.csv";9;974;57;"1";"Pos";"ratings_Grp4"
"22964";"B7";"906104__20160428_195920.csv";5;5742;55;"1";"Neg";"ratings_Grp4"
"22965";"B5";"906104__20160428_195920.csv";5;865;55;"1";"Neg";"ratings_Grp4"
"22966";"B2";"906104__20160428_195920.csv";5;453;55;"1";"Neg";"ratings_Grp4"
"22967";"M4";"906104__20160428_195920.csv";5;1248;55;"1";"Pos";"ratings_Grp4"
"22968";"M3";"906104__20160428_195920.csv";5;814;55;"1";"Pos";"ratings_Grp4"
"22969";"M1";"906104__20160428_195920.csv";5;778;55;"1";"Pos";"ratings_Grp4"
"22970";"M5";"906104__20160428_195920.csv";5;706;55;"1";"Pos";"ratings_Grp4"
"22971";"B6";"906104__20160428_195920.csv";5;302;55;"1";"Neg";"ratings_Grp4"
"22972";"M8";"906104__20160428_195920.csv";5;224;55;"1";"Pos";"ratings_Grp4"
"22973";"M7";"906104__20160428_195920.csv";5;191;55;"1";"Pos";"ratings_Grp4"
"22974";"B1";"906104__20160428_195920.csv";5;184;55;"1";"Neg";"ratings_Grp4"
"22975";"M6";"906104__20160428_195920.csv";5;403;55;"1";"Pos";"ratings_Grp4"
"22976";"M2";"906104__20160428_195920.csv";5;331;55;"1";"Pos";"ratings_Grp4"
"22977";"B3";"906104__20160428_195920.csv";5;372;55;"1";"Neg";"ratings_Grp4"
"22978";"B8";"906104__20160428_195920.csv";5;880;55;"1";"Neg";"ratings_Grp4"
"22979";"B4";"906104__20160428_195920.csv";5;320;55;"1";"Neg";"ratings_Grp4"
"23029";"B4";"906104__20160428_201408.csv";4;12483;75;"1";"Neg";"ratings_Grp4"
"23030";"B8";"906104__20160428_201408.csv";3;2506;75;"1";"Neg";"ratings_Grp4"
"23031";"B6";"906104__20160428_201408.csv";5;1452;75;"1";"Neg";"ratings_Grp4"
"23032";"M1";"906104__20160428_201408.csv";7;1403;75;"1";"Pos";"ratings_Grp4"
"23033";"M3";"906104__20160428_201408.csv";7;1096;75;"1";"Pos";"ratings_Grp4"
"23034";"M8";"906104__20160428_201408.csv";6;1540;75;"1";"Pos";"ratings_Grp4"
"23035";"M7";"906104__20160428_201408.csv";7;1184;75;"1";"Pos";"ratings_Grp4"
"23036";"B5";"906104__20160428_201408.csv";7;2115;75;"1";"Neg";"ratings_Grp4"
"23037";"M5";"906104__20160428_201408.csv";6;1663;75;"1";"Pos";"ratings_Grp4"
"23038";"B7";"906104__20160428_201408.csv";7;1517;75;"1";"Neg";"ratings_Grp4"
"23039";"B3";"906104__20160428_201408.csv";7;524;75;"1";"Neg";"ratings_Grp4"
"23040";"B1";"906104__20160428_201408.csv";8;986;75;"1";"Neg";"ratings_Grp4"
"23041";"M2";"906104__20160428_201408.csv";7;1008;75;"1";"Pos";"ratings_Grp4"
"23042";"M4";"906104__20160428_201408.csv";7;318;75;"1";"Pos";"ratings_Grp4"
"23043";"B2";"906104__20160428_201408.csv";6;684;75;"1";"Neg";"ratings_Grp4"
"23044";"M6";"906104__20160428_201408.csv";7;201;75;"1";"Pos";"ratings_Grp4"
"23094";"B8";"906104__20160428_202139.csv";3;14280;73;"1";"Neg";"ratings_Grp4"
"23095";"B1";"906104__20160428_202139.csv";4;5394;73;"1";"Neg";"ratings_Grp4"
