"";"stim1";"ppt";"responses";"RTs";"RWAsc";"bloc";"valence";"condition1"
"1198";"M5";"342643__20160428_162847.csv";9;794;56;"2";"Neg";"ratings_Grp2"
"1199";"B1";"342643__20160428_162847.csv";1;865;56;"2";"Pos";"ratings_Grp2"
"1200";"B2";"342643__20160428_162847.csv";1;718;56;"2";"Pos";"ratings_Grp2"
"1201";"M3";"342643__20160428_162847.csv";9;666;56;"2";"Neg";"ratings_Grp2"
"1202";"M2";"342643__20160428_162847.csv";1;900;56;"2";"Neg";"ratings_Grp2"
"1203";"B5";"342643__20160428_162847.csv";1;2628;56;"2";"Pos";"ratings_Grp2"
"1204";"M4";"342643__20160428_162847.csv";9;648;56;"2";"Neg";"ratings_Grp2"
"1254";"M4";"342643__20160428_163846.csv";1;10065;76;"2";"Neg";"ratings_Grp2"
"1255";"B4";"342643__20160428_163846.csv";2;2528;76;"2";"Pos";"ratings_Grp2"
"1256";"B6";"342643__20160428_163846.csv";3;503;76;"2";"Pos";"ratings_Grp2"
"1257";"M3";"342643__20160428_163846.csv";4;753;76;"2";"Neg";"ratings_Grp2"
"1258";"B3";"342643__20160428_163846.csv";5;504;76;"2";"Pos";"ratings_Grp2"
"1259";"M2";"342643__20160428_163846.csv";6;367;76;"2";"Neg";"ratings_Grp2"
"1260";"M6";"342643__20160428_163846.csv";7;1106;76;"2";"Neg";"ratings_Grp2"
"1261";"M5";"342643__20160428_163846.csv";4;396;76;"2";"Neg";"ratings_Grp2"
"1262";"B8";"342643__20160428_163846.csv";3;293;76;"2";"Pos";"ratings_Grp2"
"1263";"B7";"342643__20160428_163846.csv";2;529;76;"2";"Pos";"ratings_Grp2"
"1264";"M7";"342643__20160428_163846.csv";1;377;76;"2";"Neg";"ratings_Grp2"
"1265";"M8";"342643__20160428_163846.csv";4;262;76;"2";"Neg";"ratings_Grp2"
"1266";"B2";"342643__20160428_163846.csv";3;200;76;"2";"Pos";"ratings_Grp2"
"1267";"B1";"342643__20160428_163846.csv";4;404;76;"2";"Pos";"ratings_Grp2"
"1268";"B5";"342643__20160428_163846.csv";4;494;76;"2";"Pos";"ratings_Grp2"
"1269";"M1";"342643__20160428_163846.csv";4;8;76;"2";"Neg";"ratings_Grp2"
"1319";"B3";"342643__20160428_164307.csv";4;1293;70;"2";"Pos";"ratings_Grp2"
"1320";"M1";"342643__20160428_164307.csv";3;49;70;"2";"Neg";"ratings_Grp2"
"1321";"M2";"342643__20160428_164307.csv";5;104;70;"2";"Neg";"ratings_Grp2"
"1322";"B7";"342643__20160428_164307.csv";3;189;70;"2";"Pos";"ratings_Grp2"
"1323";"M3";"342643__20160428_164307.csv";5;164;70;"2";"Neg";"ratings_Grp2"
"1324";"B4";"342643__20160428_164307.csv";3;188;70;"2";"Pos";"ratings_Grp2"
"1325";"M6";"342643__20160428_164307.csv";5;210;70;"2";"Neg";"ratings_Grp2"
"1326";"B2";"342643__20160428_164307.csv";3;162;70;"2";"Pos";"ratings_Grp2"
"1327";"M4";"342643__20160428_164307.csv";5;195;70;"2";"Neg";"ratings_Grp2"
"1328";"M5";"342643__20160428_164307.csv";3;205;70;"2";"Neg";"ratings_Grp2"
"1329";"M8";"342643__20160428_164307.csv";5;179;70;"2";"Neg";"ratings_Grp2"
"1330";"B5";"342643__20160428_164307.csv";3;216;70;"2";"Pos";"ratings_Grp2"
"1331";"B8";"342643__20160428_164307.csv";5;259;70;"2";"Pos";"ratings_Grp2"
"1332";"B1";"342643__20160428_164307.csv";3;226;70;"2";"Pos";"ratings_Grp2"
"1333";"B6";"342643__20160428_164307.csv";5;220;70;"2";"Pos";"ratings_Grp2"
"1334";"M7";"342643__20160428_164307.csv";4;80;70;"2";"Neg";"ratings_Grp2"
"1384";"B6";"342643__20160428_164312.csv";4;11024;84;"2";"Pos";"ratings_Grp2"
"1385";"B1";"342643__20160428_164312.csv";2;4579;84;"2";"Pos";"ratings_Grp2"
"1386";"M1";"342643__20160428_164312.csv";2;1270;84;"2";"Neg";"ratings_Grp2"
"1387";"M7";"342643__20160428_164312.csv";2;1064;84;"2";"Neg";"ratings_Grp2"
"1388";"M5";"342643__20160428_164312.csv";4;1450;84;"2";"Neg";"ratings_Grp2"
"1389";"M4";"342643__20160428_164312.csv";2;1395;84;"2";"Neg";"ratings_Grp2"
"1390";"B5";"342643__20160428_164312.csv";4;3987;84;"2";"Pos";"ratings_Grp2"
"1391";"B4";"342643__20160428_164312.csv";3;1133;84;"2";"Pos";"ratings_Grp2"
"1392";"M6";"342643__20160428_164312.csv";6;3078;84;"2";"Neg";"ratings_Grp2"
"1393";"M8";"342643__20160428_164312.csv";1;2471;84;"2";"Neg";"ratings_Grp2"
"1394";"M2";"342643__20160428_164312.csv";1;676;84;"2";"Neg";"ratings_Grp2"
"1395";"M3";"342643__20160428_164312.csv";2;1130;84;"2";"Neg";"ratings_Grp2"
"1396";"B2";"342643__20160428_164312.csv";6;999;84;"2";"Pos";"ratings_Grp2"
"1397";"B7";"342643__20160428_164312.csv";1;1032;84;"2";"Pos";"ratings_Grp2"
"1398";"B3";"342643__20160428_164312.csv";2;779;84;"2";"Pos";"ratings_Grp2"
"1399";"B8";"342643__20160428_164312.csv";2;1150;84;"2";"Pos";"ratings_Grp2"
"1449";"B2";"342643__20160428_164624.csv";9;38939;68;"2";"Pos";"ratings_Grp2"
"1450";"B6";"342643__20160428_164624.csv";9;3997;68;"2";"Pos";"ratings_Grp2"
"1451";"B1";"342643__20160428_164624.csv";9;697;68;"2";"Pos";"ratings_Grp2"
"1452";"M7";"342643__20160428_164624.csv";1;6185;68;"2";"Neg";"ratings_Grp2"
"1453";"M4";"342643__20160428_164624.csv";1;597;68;"2";"Neg";"ratings_Grp2"
"1454";"M2";"342643__20160428_164624.csv";1;1365;68;"2";"Neg";"ratings_Grp2"
"1455";"M5";"342643__20160428_164624.csv";2;2352;68;"2";"Neg";"ratings_Grp2"
"1456";"B5";"342643__20160428_164624.csv";8;1713;68;"2";"Pos";"ratings_Grp2"
"1457";"B7";"342643__20160428_164624.csv";9;757;68;"2";"Pos";"ratings_Grp2"
"1458";"M6";"342643__20160428_164624.csv";1;1313;68;"2";"Neg";"ratings_Grp2"
"1459";"M8";"342643__20160428_164624.csv";1;736;68;"2";"Neg";"ratings_Grp2"
"1460";"M1";"342643__20160428_164624.csv";2;889;68;"2";"Neg";"ratings_Grp2"
"1461";"B3";"342643__20160428_164624.csv";9;761;68;"2";"Pos";"ratings_Grp2"
"1462";"M3";"342643__20160428_164624.csv";1;1073;68;"2";"Neg";"ratings_Grp2"
"1463";"B8";"342643__20160428_164624.csv";9;721;68;"2";"Pos";"ratings_Grp2"
"1464";"B4";"342643__20160428_164624.csv";9;529;68;"2";"Pos";"ratings_Grp2"
"1514";"M4";"342643__20160428_164625.csv";2;6580;65;"2";"Neg";"ratings_Grp2"
"1515";"M1";"342643__20160428_164625.csv";2;4863;65;"2";"Neg";"ratings_Grp2"
"1516";"B2";"342643__20160428_164625.csv";2;3601;65;"2";"Pos";"ratings_Grp2"
"1517";"B3";"342643__20160428_164625.csv";9;5158;65;"2";"Pos";"ratings_Grp2"
"1518";"M2";"342643__20160428_164625.csv";8;3760;65;"2";"Neg";"ratings_Grp2"
"1519";"B7";"342643__20160428_164625.csv";9;2453;65;"2";"Pos";"ratings_Grp2"
"1520";"M3";"342643__20160428_164625.csv";8;2695;65;"2";"Neg";"ratings_Grp2"
"1521";"B1";"342643__20160428_164625.csv";5;5951;65;"2";"Pos";"ratings_Grp2"
"1522";"B8";"342643__20160428_164625.csv";9;5099;65;"2";"Pos";"ratings_Grp2"
"1523";"M6";"342643__20160428_164625.csv";9;1938;65;"2";"Neg";"ratings_Grp2"
"1524";"M5";"342643__20160428_164625.csv";5;3217;65;"2";"Neg";"ratings_Grp2"
"1525";"B6";"342643__20160428_164625.csv";1;3282;65;"2";"Pos";"ratings_Grp2"
"1526";"M8";"342643__20160428_164625.csv";1;2067;65;"2";"Neg";"ratings_Grp2"
"1527";"B4";"342643__20160428_164625.csv";4;1361;65;"2";"Pos";"ratings_Grp2"
"1528";"B5";"342643__20160428_164625.csv";6;2556;65;"2";"Pos";"ratings_Grp2"
"1529";"M7";"342643__20160428_164625.csv";4;3518;65;"2";"Neg";"ratings_Grp2"
"1579";"B8";"342643__20160428_165033.csv";2;6522;90;"2";"Pos";"ratings_Grp2"
"1580";"B3";"342643__20160428_165033.csv";2;1574;90;"2";"Pos";"ratings_Grp2"
"1581";"M5";"342643__20160428_165033.csv";8;3013;90;"2";"Neg";"ratings_Grp2"
"1582";"M4";"342643__20160428_165033.csv";9;1558;90;"2";"Neg";"ratings_Grp2"
"1583";"B4";"342643__20160428_165033.csv";2;2055;90;"2";"Pos";"ratings_Grp2"
"1584";"M6";"342643__20160428_165033.csv";8;1562;90;"2";"Neg";"ratings_Grp2"
"1585";"B5";"342643__20160428_165033.csv";2;2091;90;"2";"Pos";"ratings_Grp2"
"1586";"M3";"342643__20160428_165033.csv";9;2990;90;"2";"Neg";"ratings_Grp2"
"1587";"B6";"342643__20160428_165033.csv";1;1161;90;"2";"Pos";"ratings_Grp2"
"1588";"M8";"342643__20160428_165033.csv";8;2144;90;"2";"Neg";"ratings_Grp2"
"1589";"B7";"342643__20160428_165033.csv";2;1502;90;"2";"Pos";"ratings_Grp2"
"1590";"M7";"342643__20160428_165033.csv";7;1970;90;"2";"Neg";"ratings_Grp2"
"1591";"B1";"342643__20160428_165033.csv";1;1184;90;"2";"Pos";"ratings_Grp2"
"1592";"M2";"342643__20160428_165033.csv";9;2038;90;"2";"Neg";"ratings_Grp2"
"1593";"M1";"342643__20160428_165033.csv";9;1145;90;"2";"Neg";"ratings_Grp2"
"1594";"B2";"342643__20160428_165033.csv";1;1361;90;"2";"Pos";"ratings_Grp2"
"1644";"M5";"342643__20160428_165215.csv";3;12781;66;"2";"Neg";"ratings_Grp2"
"1645";"B1";"342643__20160428_165215.csv";4;3809;66;"2";"Pos";"ratings_Grp2"
"1646";"M2";"342643__20160428_165215.csv";3;3628;66;"2";"Neg";"ratings_Grp2"
"1647";"M3";"342643__20160428_165215.csv";3;4809;66;"2";"Neg";"ratings_Grp2"
"1648";"M7";"342643__20160428_165215.csv";2;4855;66;"2";"Neg";"ratings_Grp2"
"1649";"B3";"342643__20160428_165215.csv";4;2578;66;"2";"Pos";"ratings_Grp2"
"1650";"B2";"342643__20160428_165215.csv";4;2904;66;"2";"Pos";"ratings_Grp2"
"1651";"M1";"342643__20160428_165215.csv";2;4110;66;"2";"Neg";"ratings_Grp2"
"1652";"M6";"342643__20160428_165215.csv";4;2309;66;"2";"Neg";"ratings_Grp2"
"1653";"B4";"342643__20160428_165215.csv";4;2857;66;"2";"Pos";"ratings_Grp2"
"1654";"B7";"342643__20160428_165215.csv";4;1880;66;"2";"Pos";"ratings_Grp2"
"1655";"B5";"342643__20160428_165215.csv";5;2428;66;"2";"Pos";"ratings_Grp2"
"1656";"M8";"342643__20160428_165215.csv";2;1564;66;"2";"Neg";"ratings_Grp2"
"1657";"M4";"342643__20160428_165215.csv";2;1994;66;"2";"Neg";"ratings_Grp2"
"1658";"B6";"342643__20160428_165215.csv";4;3401;66;"2";"Pos";"ratings_Grp2"
"1659";"B8";"342643__20160428_165215.csv";4;1855;66;"2";"Pos";"ratings_Grp2"
"1709";"M3";"342643__20160428_165244.csv";4;10334;74;"2";"Neg";"ratings_Grp2"
"1710";"M8";"342643__20160428_165244.csv";8;4287;74;"2";"Neg";"ratings_Grp2"
"1711";"M6";"342643__20160428_165244.csv";5;2584;74;"2";"Neg";"ratings_Grp2"
"1712";"M2";"342643__20160428_165244.csv";4;2551;74;"2";"Neg";"ratings_Grp2"
"1713";"B4";"342643__20160428_165244.csv";3;2554;74;"2";"Pos";"ratings_Grp2"
"1714";"B8";"342643__20160428_165244.csv";9;2190;74;"2";"Pos";"ratings_Grp2"
"1715";"B6";"342643__20160428_165244.csv";6;2057;74;"2";"Pos";"ratings_Grp2"
"1716";"B5";"342643__20160428_165244.csv";2;2527;74;"2";"Pos";"ratings_Grp2"
"1717";"B7";"342643__20160428_165244.csv";8;733;74;"2";"Pos";"ratings_Grp2"
"1718";"M4";"342643__20160428_165244.csv";6;302;74;"2";"Neg";"ratings_Grp2"
"1719";"M7";"342643__20160428_165244.csv";4;65;74;"2";"Neg";"ratings_Grp2"
"1720";"M5";"342643__20160428_165244.csv";9;155;74;"2";"Neg";"ratings_Grp2"
"1721";"B2";"342643__20160428_165244.csv";3;189;74;"2";"Pos";"ratings_Grp2"
"1722";"M1";"342643__20160428_165244.csv";6;72;74;"2";"Neg";"ratings_Grp2"
"1723";"B3";"342643__20160428_165244.csv";3;130;74;"2";"Pos";"ratings_Grp2"
"1724";"B1";"342643__20160428_165244.csv";8;80;74;"2";"Pos";"ratings_Grp2"
"1774";"M4";"342643__20160428_165452.csv";9;4163;73;"2";"Neg";"ratings_Grp2"
"1775";"B8";"342643__20160428_165452.csv";9;2166;73;"2";"Pos";"ratings_Grp2"
"1776";"M6";"342643__20160428_165452.csv";9;1752;73;"2";"Neg";"ratings_Grp2"
"1777";"M3";"342643__20160428_165452.csv";8;3085;73;"2";"Neg";"ratings_Grp2"
"1778";"M2";"342643__20160428_165452.csv";5;3560;73;"2";"Neg";"ratings_Grp2"
"1779";"B4";"342643__20160428_165452.csv";5;1508;73;"2";"Pos";"ratings_Grp2"
"1780";"M1";"342643__20160428_165452.csv";4;1808;73;"2";"Neg";"ratings_Grp2"
"1781";"B5";"342643__20160428_165452.csv";1;1528;73;"2";"Pos";"ratings_Grp2"
"1782";"M8";"342643__20160428_165452.csv";2;3046;73;"2";"Neg";"ratings_Grp2"
"1783";"B3";"342643__20160428_165452.csv";5;3130;73;"2";"Pos";"ratings_Grp2"
"1784";"M5";"342643__20160428_165452.csv";5;2275;73;"2";"Neg";"ratings_Grp2"
"1785";"B2";"342643__20160428_165452.csv";9;2070;73;"2";"Pos";"ratings_Grp2"
"1786";"M7";"342643__20160428_165452.csv";9;2915;73;"2";"Neg";"ratings_Grp2"
"1787";"B7";"342643__20160428_165452.csv";5;2069;73;"2";"Pos";"ratings_Grp2"
"1788";"B1";"342643__20160428_165452.csv";4;1667;73;"2";"Pos";"ratings_Grp2"
"1789";"B6";"342643__20160428_165452.csv";4;1097;73;"2";"Pos";"ratings_Grp2"
"1839";"M1";"342643__20160428_165739.csv";5;5426;78;"2";"Neg";"ratings_Grp2"
"1840";"B3";"342643__20160428_165739.csv";5;1857;78;"2";"Pos";"ratings_Grp2"
"1841";"B1";"342643__20160428_165739.csv";5;1245;78;"2";"Pos";"ratings_Grp2"
"1842";"M8";"342643__20160428_165739.csv";5;3820;78;"2";"Neg";"ratings_Grp2"
"1843";"B7";"342643__20160428_165739.csv";5;3176;78;"2";"Pos";"ratings_Grp2"
"1844";"B8";"342643__20160428_165739.csv";5;4023;78;"2";"Pos";"ratings_Grp2"
"1845";"M5";"342643__20160428_165739.csv";5;2872;78;"2";"Neg";"ratings_Grp2"
"1846";"M6";"342643__20160428_165739.csv";5;3360;78;"2";"Neg";"ratings_Grp2"
"1847";"M3";"342643__20160428_165739.csv";5;3413;78;"2";"Neg";"ratings_Grp2"
"1848";"B2";"342643__20160428_165739.csv";5;2062;78;"2";"Pos";"ratings_Grp2"
"1849";"B5";"342643__20160428_165739.csv";5;3838;78;"2";"Pos";"ratings_Grp2"
"1850";"M2";"342643__20160428_165739.csv";5;2098;78;"2";"Neg";"ratings_Grp2"
"1851";"M7";"342643__20160428_165739.csv";5;2383;78;"2";"Neg";"ratings_Grp2"
"1852";"M4";"342643__20160428_165739.csv";5;1418;78;"2";"Neg";"ratings_Grp2"
"1853";"B4";"342643__20160428_165739.csv";5;3960;78;"2";"Pos";"ratings_Grp2"
"1854";"B6";"342643__20160428_165739.csv";5;3572;78;"2";"Pos";"ratings_Grp2"
"1904";"M2";"342643__20160428_165808.csv";7;22787;82;"2";"Neg";"ratings_Grp2"
"1905";"M3";"342643__20160428_165808.csv";6;3153;82;"2";"Neg";"ratings_Grp2"
"1906";"M5";"342643__20160428_165808.csv";5;499;82;"2";"Neg";"ratings_Grp2"
"1907";"B3";"342643__20160428_165808.csv";7;1197;82;"2";"Pos";"ratings_Grp2"
"1908";"M7";"342643__20160428_165808.csv";8;540;82;"2";"Neg";"ratings_Grp2"
"1909";"B5";"342643__20160428_165808.csv";6;581;82;"2";"Pos";"ratings_Grp2"
"1910";"M6";"342643__20160428_165808.csv";5;449;82;"2";"Neg";"ratings_Grp2"
"1911";"B4";"342643__20160428_165808.csv";6;557;82;"2";"Pos";"ratings_Grp2"
"1912";"B6";"342643__20160428_165808.csv";7;533;82;"2";"Pos";"ratings_Grp2"
"1913";"B2";"342643__20160428_165808.csv";5;717;82;"2";"Pos";"ratings_Grp2"
"1914";"B7";"342643__20160428_165808.csv";7;540;82;"2";"Pos";"ratings_Grp2"
"1915";"M8";"342643__20160428_165808.csv";6;414;82;"2";"Neg";"ratings_Grp2"
"1916";"B1";"342643__20160428_165808.csv";7;553;82;"2";"Pos";"ratings_Grp2"
"1917";"M4";"342643__20160428_165808.csv";8;585;82;"2";"Neg";"ratings_Grp2"
"1918";"B8";"342643__20160428_165808.csv";7;824;82;"2";"Pos";"ratings_Grp2"
"1919";"M1";"342643__20160428_165808.csv";6;278;82;"2";"Neg";"ratings_Grp2"
"1969";"M8";"342643__20160428_170126.csv";7;18368;87;"2";"Neg";"ratings_Grp2"
"1970";"M4";"342643__20160428_170126.csv";7;4177;87;"2";"Neg";"ratings_Grp2"
"1971";"B6";"342643__20160428_170126.csv";4;11344;87;"2";"Pos";"ratings_Grp2"
"1972";"B5";"342643__20160428_170126.csv";4;1329;87;"2";"Pos";"ratings_Grp2"
"1973";"B2";"342643__20160428_170126.csv";4;865;87;"2";"Pos";"ratings_Grp2"
"1974";"B1";"342643__20160428_170126.csv";4;1264;87;"2";"Pos";"ratings_Grp2"
"1975";"M6";"342643__20160428_170126.csv";7;1158;87;"2";"Neg";"ratings_Grp2"
"1976";"M5";"342643__20160428_170126.csv";7;1305;87;"2";"Neg";"ratings_Grp2"
"1977";"M7";"342643__20160428_170126.csv";7;798;87;"2";"Neg";"ratings_Grp2"
"1978";"B8";"342643__20160428_170126.csv";4;1013;87;"2";"Pos";"ratings_Grp2"
"1979";"M2";"342643__20160428_170126.csv";7;814;87;"2";"Neg";"ratings_Grp2"
"1980";"M3";"342643__20160428_170126.csv";7;698;87;"2";"Neg";"ratings_Grp2"
"1981";"B7";"342643__20160428_170126.csv";4;967;87;"2";"Pos";"ratings_Grp2"
"1982";"M1";"342643__20160428_170126.csv";7;755;87;"2";"Neg";"ratings_Grp2"
"1983";"B3";"342643__20160428_170126.csv";4;833;87;"2";"Pos";"ratings_Grp2"
"1984";"B4";"342643__20160428_170126.csv";7;1100;87;"2";"Pos";"ratings_Grp2"
"2034";"M3";"342643__20160428_170512.csv";5;3431;75;"2";"Neg";"ratings_Grp2"
"2035";"M7";"342643__20160428_170512.csv";5;208;75;"2";"Neg";"ratings_Grp2"
"2036";"M2";"342643__20160428_170512.csv";5;233;75;"2";"Neg";"ratings_Grp2"
"2037";"B6";"342643__20160428_170512.csv";5;209;75;"2";"Pos";"ratings_Grp2"
"2038";"B8";"342643__20160428_170512.csv";5;187;75;"2";"Pos";"ratings_Grp2"
"2039";"M4";"342643__20160428_170512.csv";5;172;75;"2";"Neg";"ratings_Grp2"
"2040";"B1";"342643__20160428_170512.csv";5;163;75;"2";"Pos";"ratings_Grp2"
"2041";"B2";"342643__20160428_170512.csv";5;153;75;"2";"Pos";"ratings_Grp2"
"2042";"M5";"342643__20160428_170512.csv";5;128;75;"2";"Neg";"ratings_Grp2"
"2043";"M1";"342643__20160428_170512.csv";5;153;75;"2";"Neg";"ratings_Grp2"
"2044";"B4";"342643__20160428_170512.csv";5;129;75;"2";"Pos";"ratings_Grp2"
"2045";"M8";"342643__20160428_170512.csv";5;163;75;"2";"Neg";"ratings_Grp2"
"2046";"B7";"342643__20160428_170512.csv";5;121;75;"2";"Pos";"ratings_Grp2"
"2047";"B5";"342643__20160428_170512.csv";5;121;75;"2";"Pos";"ratings_Grp2"
"2048";"B3";"342643__20160428_170512.csv";5;147;75;"2";"Pos";"ratings_Grp2"
"2049";"M6";"342643__20160428_170512.csv";5;118;75;"2";"Neg";"ratings_Grp2"
"2099";"M4";"342643__20160428_170709.csv";9;2086;80;"2";"Neg";"ratings_Grp2"
"2100";"M1";"342643__20160428_170709.csv";8;935;80;"2";"Neg";"ratings_Grp2"
"2101";"B8";"342643__20160428_170709.csv";6;487;80;"2";"Pos";"ratings_Grp2"
"2102";"B1";"342643__20160428_170709.csv";9;425;80;"2";"Pos";"ratings_Grp2"
"2103";"B3";"342643__20160428_170709.csv";8;353;80;"2";"Pos";"ratings_Grp2"
"2104";"B7";"342643__20160428_170709.csv";6;247;80;"2";"Pos";"ratings_Grp2"
"2105";"B4";"342643__20160428_170709.csv";7;365;80;"2";"Pos";"ratings_Grp2"
"2106";"M8";"342643__20160428_170709.csv";8;287;80;"2";"Neg";"ratings_Grp2"
"2107";"M7";"342643__20160428_170709.csv";9;242;80;"2";"Neg";"ratings_Grp2"
"2108";"M3";"342643__20160428_170709.csv";6;151;80;"2";"Neg";"ratings_Grp2"
"2109";"B2";"342643__20160428_170709.csv";7;255;80;"2";"Pos";"ratings_Grp2"
"2110";"M6";"342643__20160428_170709.csv";6;204;80;"2";"Neg";"ratings_Grp2"
"2111";"B6";"342643__20160428_170709.csv";8;204;80;"2";"Pos";"ratings_Grp2"
"2112";"B5";"342643__20160428_170709.csv";9;265;80;"2";"Pos";"ratings_Grp2"
"2113";"M5";"342643__20160428_170709.csv";7;437;80;"2";"Neg";"ratings_Grp2"
"2114";"M2";"342643__20160428_170709.csv";5;312;80;"2";"Neg";"ratings_Grp2"
"2164";"M7";"342643__20160428_171212.csv";6;18327;76;"2";"Neg";"ratings_Grp2"
"2165";"M1";"342643__20160428_171212.csv";8;7661;76;"2";"Neg";"ratings_Grp2"
"2166";"B7";"342643__20160428_171212.csv";3;2442;76;"2";"Pos";"ratings_Grp2"
"2167";"B5";"342643__20160428_171212.csv";6;2973;76;"2";"Pos";"ratings_Grp2"
"2168";"B1";"342643__20160428_171212.csv";5;4491;76;"2";"Pos";"ratings_Grp2"
"2169";"M8";"342643__20160428_171212.csv";7;3874;76;"2";"Neg";"ratings_Grp2"
"2170";"B4";"342643__20160428_171212.csv";3;2856;76;"2";"Pos";"ratings_Grp2"
"2171";"M6";"342643__20160428_171212.csv";7;2719;76;"2";"Neg";"ratings_Grp2"
"2172";"B6";"342643__20160428_171212.csv";7;5419;76;"2";"Pos";"ratings_Grp2"
"2173";"B8";"342643__20160428_171212.csv";9;5143;76;"2";"Pos";"ratings_Grp2"
"2174";"B2";"342643__20160428_171212.csv";4;2880;76;"2";"Pos";"ratings_Grp2"
"2175";"M2";"342643__20160428_171212.csv";7;1419;76;"2";"Neg";"ratings_Grp2"
"2176";"M4";"342643__20160428_171212.csv";5;1501;76;"2";"Neg";"ratings_Grp2"
"2177";"B3";"342643__20160428_171212.csv";8;938;76;"2";"Pos";"ratings_Grp2"
"2178";"M3";"342643__20160428_171212.csv";6;2168;76;"2";"Neg";"ratings_Grp2"
"2179";"M5";"342643__20160428_171212.csv";6;2138;76;"2";"Neg";"ratings_Grp2"
"2229";"M4";"342643__20160428_171256.csv";9;10862;82;"2";"Neg";"ratings_Grp2"
"2230";"B3";"342643__20160428_171256.csv";1;4567;82;"2";"Pos";"ratings_Grp2"
"2231";"M3";"342643__20160428_171256.csv";9;3571;82;"2";"Neg";"ratings_Grp2"
"2232";"B2";"342643__20160428_171256.csv";1;1798;82;"2";"Pos";"ratings_Grp2"
"2233";"B8";"342643__20160428_171256.csv";1;1143;82;"2";"Pos";"ratings_Grp2"
"2234";"M8";"342643__20160428_171256.csv";9;1018;82;"2";"Neg";"ratings_Grp2"
"2235";"M5";"342643__20160428_171256.csv";9;912;82;"2";"Neg";"ratings_Grp2"
"2236";"M1";"342643__20160428_171256.csv";9;857;82;"2";"Neg";"ratings_Grp2"
"2237";"B1";"342643__20160428_171256.csv";1;791;82;"2";"Pos";"ratings_Grp2"
"2238";"B6";"342643__20160428_171256.csv";1;784;82;"2";"Pos";"ratings_Grp2"
"2239";"B7";"342643__20160428_171256.csv";1;720;82;"2";"Pos";"ratings_Grp2"
"2240";"M7";"342643__20160428_171256.csv";9;859;82;"2";"Neg";"ratings_Grp2"
"2241";"M2";"342643__20160428_171256.csv";9;1041;82;"2";"Neg";"ratings_Grp2"
"2242";"B5";"342643__20160428_171256.csv";1;1881;82;"2";"Pos";"ratings_Grp2"
"2243";"B4";"342643__20160428_171256.csv";1;788;82;"2";"Pos";"ratings_Grp2"
"2244";"M6";"342643__20160428_171256.csv";9;747;82;"2";"Neg";"ratings_Grp2"
"2294";"M8";"342643__20160428_171339.csv";4;17223;70;"2";"Neg";"ratings_Grp2"
"2295";"M3";"342643__20160428_171339.csv";5;2963;70;"2";"Neg";"ratings_Grp2"
"2296";"M4";"342643__20160428_171339.csv";5;3521;70;"2";"Neg";"ratings_Grp2"
"2297";"B1";"342643__20160428_171339.csv";4;2644;70;"2";"Pos";"ratings_Grp2"
"2298";"M1";"342643__20160428_171339.csv";6;1327;70;"2";"Neg";"ratings_Grp2"
"2299";"M5";"342643__20160428_171339.csv";6;1281;70;"2";"Neg";"ratings_Grp2"
"2300";"B6";"342643__20160428_171339.csv";6;1193;70;"2";"Pos";"ratings_Grp2"
"2301";"B3";"342643__20160428_171339.csv";3;2879;70;"2";"Pos";"ratings_Grp2"
"2302";"M7";"342643__20160428_171339.csv";6;1409;70;"2";"Neg";"ratings_Grp2"
"2303";"M6";"342643__20160428_171339.csv";7;2832;70;"2";"Neg";"ratings_Grp2"
"2304";"B4";"342643__20160428_171339.csv";3;2150;70;"2";"Pos";"ratings_Grp2"
"2305";"B7";"342643__20160428_171339.csv";3;913;70;"2";"Pos";"ratings_Grp2"
"2306";"B2";"342643__20160428_171339.csv";2;2488;70;"2";"Pos";"ratings_Grp2"
"2307";"B5";"342643__20160428_171339.csv";3;821;70;"2";"Pos";"ratings_Grp2"
"2308";"B8";"342643__20160428_171339.csv";7;1373;70;"2";"Pos";"ratings_Grp2"
"2309";"M2";"342643__20160428_171339.csv";6;982;70;"2";"Neg";"ratings_Grp2"
"2359";"B5";"342643__20160428_171500.csv";5;8919;75;"2";"Pos";"ratings_Grp2"
"2360";"M5";"342643__20160428_171500.csv";5;993;75;"2";"Neg";"ratings_Grp2"
"2361";"B7";"342643__20160428_171500.csv";5;979;75;"2";"Pos";"ratings_Grp2"
"2362";"M7";"342643__20160428_171500.csv";5;937;75;"2";"Neg";"ratings_Grp2"
"2363";"B2";"342643__20160428_171500.csv";5;712;75;"2";"Pos";"ratings_Grp2"
"2364";"M6";"342643__20160428_171500.csv";5;168;75;"2";"Neg";"ratings_Grp2"
"2365";"B6";"342643__20160428_171500.csv";5;144;75;"2";"Pos";"ratings_Grp2"
"2366";"B3";"342643__20160428_171500.csv";5;147;75;"2";"Pos";"ratings_Grp2"
"2367";"B1";"342643__20160428_171500.csv";5;136;75;"2";"Pos";"ratings_Grp2"
"2368";"B4";"342643__20160428_171500.csv";5;129;75;"2";"Pos";"ratings_Grp2"
"2369";"M8";"342643__20160428_171500.csv";5;128;75;"2";"Neg";"ratings_Grp2"
"2370";"M1";"342643__20160428_171500.csv";5;83;75;"2";"Neg";"ratings_Grp2"
"2371";"M2";"342643__20160428_171500.csv";5;113;75;"2";"Neg";"ratings_Grp2"
"2372";"M4";"342643__20160428_171500.csv";5;393;75;"2";"Neg";"ratings_Grp2"
